Id;Label
Copyright_Renewal_Act_of_1992;Copyright_Renewal_Act_of_1992
Uruguay_Round_Agreements_Act;Uruguay_Round_Agreements_Act
UNESCO;UNESCO
World_Trade_Organization;World_Trade_Organization
Bridgeman_Art_Library_v._Corel_Corp.;Bridgeman_Art_Library_v._Corel_Corp.
Whelan_v._Jaslow;Whelan_v._Jaslow
Rita_F._Lin;Rita_F._Lin
United_States_District_Court_for_the_Northern_District_of_California;United_States_District_Court_for_the_Northern_District_of_California
Edward_M._Chen;Edward_M._Chen
Democratic_Party_(United_States);Democratic_Party_(United_States)
Sandra_Lynch;Sandra_Lynch
Joshua_Kindred;Joshua_Kindred
John_J._Tuchi;John_J._Tuchi
Diane_Humetewa;Diane_Humetewa
Susan_Brnovich;Susan_Brnovich
John_C._Hinderaker;John_C._Hinderaker
Krissa_M._Lanham;Krissa_M._Lanham
Angela_M._Martinez;Angela_M._Martinez
David_O._Carter;David_O._Carter
John_F._Walter;John_F._Walter
Philip_S._Gutierrez;Philip_S._Gutierrez
John_W._Holcomb;John_W._Holcomb
Fernando_Aenlle-Rocha;Fernando_Aenlle-Rocha
Fred_W._Slaughter;Fred_W._Slaughter
Sunshine_Sykes;Sunshine_Sykes
Wesley_Hsu;Wesley_Hsu
Troy_L._Nunley;Troy_L._Nunley
Daniel_Calabretta;Daniel_Calabretta
Richard_Seeborg;Richard_Seeborg
Vince_Chhabria;Vince_Chhabria
United_States_District_Court_for_the_District_of_Hawaii;United_States_District_Court_for_the_District_of_Hawaii
David_Nye_(judge);David_Nye_(judge)
Dana_L._Christensen;Dana_L._Christensen
Susan_P._Watters;Susan_P._Watters
Gloria_Navarro;Gloria_Navarro
Andrew_P._Gordon;Andrew_P._Gordon
Richard_F._Boulware;Richard_F._Boulware
Anne_Traum;Anne_Traum
Michael_J._McShane;Michael_J._McShane
Marco_A._Hernandez;Marco_A._Hernandez
Amy_M._Baggio;Amy_M._Baggio
United_States_District_Court_for_the_Eastern_District_of_Washington;United_States_District_Court_for_the_Eastern_District_of_Washington
Stanley_Bastian;Stanley_Bastian
David_Estudillo;David_Estudillo
Tana_Lin;Tana_Lin
Organized_crime;Organized_crime
Internet_fraud;Internet_fraud
Email_fraud;Email_fraud
Computer_virus;Computer_virus
Adware;Adware
Vulnerability_(computing);Vulnerability_(computing)
Natural_person;Natural_person
United_States_Marshals_Service;United_States_Marshals_Service
United_States_Secret_Service;United_States_Secret_Service
Islamic_State_of_Iraq_and_the_Levant;Islamic_State_of_Iraq_and_the_Levant
Jason;Jason
Turkey;Turkey
Scholia;Scholia
Comparison_of_programming_languages;Comparison_of_programming_languages
Exception_handling_syntax;Exception_handling_syntax
Syntax;Syntax
Smalltalk;Smalltalk
Common_Lisp;Common_Lisp
XQuery;XQuery
Imperative_programming;Imperative_programming
Procedural_programming;Procedural_programming
General-purpose_programming_language;General-purpose_programming_language
Mobile_app_development;Mobile_app_development
ALGOL_68;ALGOL_68
APL_(programming_language);APL_(programming_language)
Scripting_language;Scripting_language
POSIX.2;POSIX.2
Boo_(programming_language);Boo_(programming_language)
CLU_(programming_language);CLU_(programming_language)
Cobra_(programming_language);Cobra_(programming_language)
Internet_of_things;Internet_of_things
Structured_programming;Structured_programming
Distributed_computing;Distributed_computing
F_Sharp_(programming_language);F_Sharp_(programming_language)
Forth_(programming_language);Forth_(programming_language)
Backtracking;Backtracking
Generator_(computer_programming);Generator_(computer_programming)
LabVIEW;LabVIEW
Lua_(programming_language);Lua_(programming_language)
Modula-3;Modula-3
NoSQL;NoSQL
Transaction_processing;Transaction_processing
XPath;XPath
Timeline_of_programming_languages;Timeline_of_programming_languages
Visual_Studio;Visual_Studio
United_States_constitutional_criminal_procedure;United_States_constitutional_criminal_procedure
Software_construction;Software_construction
Compiler;Compiler
Object_Management_Group;Object_Management_Group
Software_componentry;Software_componentry
Event-driven_architecture;Event-driven_architecture
Representational_state_transfer;Representational_state_transfer
Tuple;Tuple
Set_(mathematics);Set_(mathematics)
Pattern_matching;Pattern_matching
Struct_(C_programming_language);Struct_(C_programming_language)
Row_(database);Row_(database)
Relational_algebra;Relational_algebra
Semantic_web;Semantic_web
TranStar_Airlines;TranStar_Airlines
ICAO_airline_designator;ICAO_airline_designator
Civil_Aeronautics_Board;Civil_Aeronautics_Board
San_Francisco,_California;San_Francisco,_California
Flight_International;Flight_International
Morris_Air;Morris_Air
Gary_C._Kelly;Gary_C._Kelly
Bob_Jordan_(businessman);Bob_Jordan_(businessman)
Southwest_Airlines_Flight_1455;Southwest_Airlines_Flight_1455
Southwest_Airlines_Flight_2294;Southwest_Airlines_Flight_2294
Nuts!_(book);Nuts!_(book)
C89_(C_version);C89_(C_version)
C99;C99
Brian_Kernighan;Brian_Kernighan
Thread_(computing);Thread_(computing)
Subroutine;Subroutine
C_string_handling;C_string_handling
Microsoft_Visual_Studio_Express;Microsoft_Visual_Studio_Express
Google_Swiffy;Google_Swiffy
IPad;IPad
Tablet_computer;Tablet_computer
Ruffle_(software);Ruffle_(software)
History_of_Google;History_of_Google
List_of_Google_April_Fools%27_Day_jokes;List_of_Google_April_Fools%27_Day_jokes
Booting_process_of_Android_devices;Booting_process_of_Android_devices
Android_software_development;Android_software_development
Google_China;Google_China
Google_Cloud_Platform;Google_Cloud_Platform
RechargeIT;RechargeIT
Me_at_the_zoo;Me_at_the_zoo
Krishna_Bharat;Krishna_Bharat
Ann_Mather;Ann_Mather
Rajen_Sheth;Rajen_Sheth
Neal_Mohan;Neal_Mohan
Omid_Kordestani;Omid_Kordestani
Eric_Schmidt;Eric_Schmidt
Ram_Shriram;Ram_Shriram
Shirley_M._Tilghman;Shirley_M._Tilghman
Google_barges;Google_barges
Chelsea_Market;Chelsea_Market
Chrome_Zone;Chrome_Zone
Google_data_centers;Google_data_centers
Googleplex;Googleplex
St._John%27s_Terminal;St._John%27s_Terminal
Google_logo;Google_logo
Google_Doodle;Google_Doodle
Google_Code-in;Google_Code-in
Jigsaw_(company);Jigsaw_(company)
YouTube_Music_Awards;YouTube_Music_Awards
YouTube_Symphony_Orchestra;YouTube_Symphony_Orchestra
Google_Digital_Garage;Google_Digital_Garage
Digital_News_Initiative;Digital_News_Initiative
Digital_Unlocked;Digital_Unlocked
Google_for_Startups;Google_for_Startups
Google_Labs;Google_Labs
Google_News_Lab;Google_News_Lab
Privacy_Sandbox;Privacy_Sandbox
Dunant_(submarine_communications_cable);Dunant_(submarine_communications_cable)
Grace_Hopper_(submarine_communications_cable);Grace_Hopper_(submarine_communications_cable)
Project_Zero;Project_Zero
Criticism_of_Google;Criticism_of_Google
Did_Google_Manipulate_Search_for_Hillary%3F;Did_Google_Manipulate_Search_for_Hillary%3F
Google_litigation;Google_litigation
Elsagate;Elsagate
Fantastic_Adventures_scandal;Fantastic_Adventures_scandal
Android_Things;Android_Things
Android_TV;Android_TV
Neverware;Neverware
ARCore;ARCore
Google_Chart_API;Google_Chart_API
Google_Charts;Google_Charts
Dialogflow;Dialogflow
Fast_Pair;Fast_Pair
Flutter_(software);Flutter_(software)
MapReduce;MapReduce
Google_Pack;Google_Pack
Tango_(platform);Tango_(platform)
Weave_(protocol);Weave_(protocol)
AppJet;AppJet
Google_Apps_Script;Google_Apps_Script
Firebase_Cloud_Messaging;Firebase_Cloud_Messaging
Internet_Speech_Audio_Codec;Internet_Speech_Audio_Codec
LevelDB;LevelDB
Project_IDX;Project_IDX
Bitium;Bitium
VirusTotal;VirusTotal
Google_Cloud_Connect;Google_Cloud_Connect
Google_Cloud_Dataflow;Google_Cloud_Dataflow
Stackdriver;Stackdriver
Android_Debug_Bridge;Android_Debug_Bridge
Google_Chrome_Frame;Google_Chrome_Frame
Google_Closure_Tools;Google_Closure_Tools
Google_Data_Protocol;Google_Data_Protocol
Google_Lighthouse;Google_Lighthouse
Google_Optimize;Google_Optimize
OpenRefine;OpenRefine
Google_PageSpeed_Tools;Google_PageSpeed_Tools
Tesseract_(software);Tesseract_(software)
Google_Web_Toolkit;Google_Web_Toolkit
Google_Hummingbird;Google_Hummingbird
BigQuery;BigQuery
Googlebot;Googlebot
Keyhole_Markup_Language;Keyhole_Markup_Language
Open_Location_Code;Open_Location_Code
Carbon_(programming_language);Carbon_(programming_language)
Viewdle;Viewdle
Webdriver_Torso;Webdriver_Torso
Apk_(file_format);Apk_(file_format)
Libvpx;Libvpx
Google_Play_Music;Google_Play_Music
Google_Play_Pass;Google_Play_Pass
Content_ID;Content_ID
YouTube_Kids;YouTube_Kids
YouTube_Music;YouTube_Music
Google_Allo;Google_Allo
Google_Contacts;Google_Contacts
Google_Friend_Connect;Google_Friend_Connect
Gizmo5;Gizmo5
Google_IME;Google_IME
Google_Pinyin;Google_Pinyin
Neotonic_Software;Neotonic_Software
GOOG-411;GOOG-411
Aardvark_(search_engine);Aardvark_(search_engine)
Google_Dataset_Search;Google_Dataset_Search
Google_Dictionary;Google_Dictionary
Google_Fast_Flip;Google_Fast_Flip
Google.by;Google.by
People_Cards;People_Cards
Google_Scholar;Google_Scholar
Google_Travel;Google_Travel
Google_Earth;Google_Earth
Google_Maps_Navigation;Google_Maps_Navigation
Google_Maps_pin;Google_Maps_pin
Coverage_of_Google_Street_View;Coverage_of_Google_Street_View
Google_Ad_Manager;Google_Ad_Manager
Google_AdSense;Google_AdSense
BebaPay;BebaPay
Google_Affiliate_Network;Google_Affiliate_Network
Google_Analytics;Google_Analytics
Looker_Studio;Looker_Studio
Google_Primer;Google_Primer
Widevine;Widevine
Google_Calendar;Google_Calendar
IGoogle;IGoogle
Google_Tasks;Google_Tasks
Google_Docs;Google_Docs
Google_Forms;Google_Forms
Google_Sheets;Google_Sheets
Google_Slides;Google_Slides
Pyra_Labs;Pyra_Labs
Google_One_Pass;Google_One_Pass
Socratic_(Google);Socratic_(Google)
Photomath;Photomath
Google_Dashboard;Google_Dashboard
Google_Takeout;Google_Takeout
Android_Beam;Android_Beam
Google_Building_Maker;Google_Building_Maker
Find_My_Device;Find_My_Device
Google_Fit;Google_Fit
Google_Gesture_Search;Google_Gesture_Search
Knol;Knol
Live_Transcribe;Live_Transcribe
MyTracks;MyTracks
Google_Now;Google_Now
Google_Person_Finder;Google_Person_Finder
SlickLogin;SlickLogin
Sound_Amplifier;Sound_Amplifier
Google_TalkBack;Google_TalkBack
Voice_Access;Voice_Access
Dinosaur_Game;Dinosaur_Game
Chrome_Web_Store;Chrome_Web_Store
V8_(JavaScript_engine);V8_(JavaScript_engine)
Nik_Software;Nik_Software
Pixel_(1st_generation);Pixel_(1st_generation)
Pixel_2;Pixel_2
Pixel_Fold;Pixel_Fold
Pixel_8;Pixel_8
Comparison_of_Google_Pixel_smartphones;Comparison_of_Google_Pixel_smartphones
Nexus_7_(2013);Nexus_7_(2013)
Chromebook_Pixel;Chromebook_Pixel
Pixel_C;Pixel_C
Pixel_Slate;Pixel_Slate
Google_Cardboard;Google_Cardboard
Google_Contact_Lens;Google_Contact_Lens
Nexus_Player;Nexus_Player
Nest_Thermostat;Nest_Thermostat
Titan_Security_Key;Titan_Security_Key
Feldman_v._Google,_Inc.;Feldman_v._Google,_Inc.
Rescuecom_Corp._v._Google_Inc.;Rescuecom_Corp._v._Google_Inc.
Jedi_Blue;Jedi_Blue
Antitrust_cases_against_Google_by_the_European_Union;Antitrust_cases_against_Google_by_the_European_Union
High-Tech_Employee_Antitrust_Litigation;High-Tech_Employee_Antitrust_Litigation
United_States_v._Google_LLC_(2023);United_States_v._Google_LLC_(2023)
Viacom_International_Inc._v._YouTube,_Inc.;Viacom_International_Inc._v._YouTube,_Inc.
Rocky_Mountain_Bank_v._Google,_Inc.;Rocky_Mountain_Bank_v._Google,_Inc.
Hibnick_v._Google,_Inc.;Hibnick_v._Google,_Inc.
Judgement_of_the_German_Federal_Court_of_Justice_on_Google%27s_autocomplete_function;Judgement_of_the_German_Federal_Court_of_Justice_on_Google%27s_autocomplete_function
Mosley_v_SARL_Google;Mosley_v_SARL_Google
Epic_Games_v._Google;Epic_Games_v._Google
Google_tax;Google_tax
Googlization;Googlization
Illegal_flower_tribute;Illegal_flower_tribute
AlphaGo_(film);AlphaGo_(film)
Google_and_the_World_Brain;Google_and_the_World_Brain
Google_Hacks;Google_Hacks
The_Google_Book;The_Google_Book
The_MANIAC;The_MANIAC
The_Internship;The_Internship
ElgooG;ElgooG
Google_Registry;Google_Registry
.google;.google
Pimp_My_Search;Pimp_My_Search
Relationship_between_Google_and_Wikipedia;Relationship_between_Google_and_Wikipedia
Sensorvault;Sensorvault
Spammers;Spammers
Federal_Trade_Commission;Federal_Trade_Commission
Domain_Name_System_blocklist;Domain_Name_System_blocklist
Auto_dialer;Auto_dialer
Junk_fax;Junk_fax
Robocall;Robocall
Context_filtering;Context_filtering
Naive_Bayes_spam_filtering;Naive_Bayes_spam_filtering
Network_Abuse_Clearinghouse;Network_Abuse_Clearinghouse
The_Spamhaus_Project;The_Spamhaus_Project
Spamdexing;Spamdexing
Doorway_page;Doorway_page
Forum_spam;Forum_spam
Keyword_stuffing;Keyword_stuffing
Link_farm;Link_farm
Scraper_site;Scraper_site
Social_spam;Social_spam
FreeCAD;FreeCAD
Unix;Unix
3D_computer_graphics;3D_computer_graphics
Blender_(software);Blender_(software)
Engineering;Engineering
Louis_H._Pollak;Louis_H._Pollak
United_States_District_Court_for_the_Eastern_District_of_Pennsylvania;United_States_District_Court_for_the_Eastern_District_of_Pennsylvania
Jimmy_Carter;Jimmy_Carter
American_City_Business_Journals;American_City_Business_Journals
Physics_Analysis_Workstation;Physics_Analysis_Workstation
Mint_(facility);Mint_(facility)
Local_currency;Local_currency
Madrid;Madrid
Classful_network;Classful_network
IP_address;IP_address
IPv4;IPv4
BitTorrent;BitTorrent
Wikipedia;Wikipedia
Jeff_Dean_(computer_scientist);Jeff_Dean_(computer_scientist)
University_of_Minnesota;University_of_Minnesota
Computer_scientist;Computer_scientist
Statistical_model;Statistical_model
Web_crawler;Web_crawler
Web_indexing;Web_indexing
2017_German_federal_election;2017_German_federal_election
Hamburg;Hamburg
Politico;Politico
Removal_of_Internet_Explorer;Removal_of_Internet_Explorer
Windows_10;Windows_10
Internet_Explorer_version_history;Internet_Explorer_version_history
History_of_Internet_Explorer;History_of_Internet_Explorer
Favicon;Favicon
MHTML;MHTML
MSXML;MSXML
Windows_RSS_Platform;Windows_RSS_Platform
Internet_Explorer_Administration_Kit;Internet_Explorer_Administration_Kit
Active_Channel;Active_Channel
Windows_Desktop_Update;Windows_Desktop_Update
Download.ject;Download.ject
Inori_Aizawa;Inori_Aizawa
Trespass_to_the_person;Trespass_to_the_person
Trespass_to_chattels;Trespass_to_chattels
False_light;False_light
Intrusion_on_seclusion;Intrusion_on_seclusion
Malicious_prosecution;Malicious_prosecution
Legal_malpractice;Legal_malpractice
Duty_of_care;Duty_of_care
Invitee;Invitee
Reasonable_person;Reasonable_person
Restitutio_ad_integrum;Restitutio_ad_integrum
Restraint_of_trade;Restraint_of_trade
Shopkeeper%27s_privilege;Shopkeeper%27s_privilege
Punitive_damages;Punitive_damages
Injunction;Injunction
Non-economic_damages_caps;Non-economic_damages_caps
Tort_Law_in_China;Tort_Law_in_China
European_tort_law;European_tort_law
CompuServe_Inc._v._Cyber_Promotions,_Inc.;CompuServe_Inc._v._Cyber_Promotions,_Inc.
Intel_Corp._v._Hamidi;Intel_Corp._v._Hamidi
The_National_Archives_(United_Kingdom);The_National_Archives_(United_Kingdom)
Portlet;Portlet
GUI_widget;GUI_widget
InformationWeek;InformationWeek
Google.com;Google.com
Flipboard;Flipboard
Genieo;Genieo
Liferea;Liferea
NewsFire;NewsFire
RSS_Guard;RSS_Guard
RSSOwl;RSSOwl
Seesmic;Seesmic
Cooliris_(plugin);Cooliris_(plugin)
Feedly;Feedly
Inoreader;Inoreader
Netvibes;Netvibes
Pageflakes;Pageflakes
WebGUI;WebGUI
Windows_Live_Personalized_Experience;Windows_Live_Personalized_Experience
WinnowTag;WinnowTag
Adobe_Media_Player;Adobe_Media_Player
Rhythmbox;Rhythmbox
Winamp;Winamp
Broadcatching;Broadcatching
Comparison_of_feed_aggregators;Comparison_of_feed_aggregators
Supreme_Court_of_India;Supreme_Court_of_India
CrossMark;CrossMark
Technical_report;Technical_report
Data_set;Data_set
Plagiarism;Plagiarism
List_of_federal_judges_appointed_by_Lyndon_B._Johnson;List_of_federal_judges_appointed_by_Lyndon_B._Johnson
Lyndon_B._Johnson;Lyndon_B._Johnson
Lyndon_B._Johnson_Supreme_Court_candidates;Lyndon_B._Johnson_Supreme_Court_candidates
United_States_Department_of_Transportation;United_States_Department_of_Transportation
Abe_Fortas;Abe_Fortas
Abraham_Lincoln_Freedman;Abraham_Lincoln_Freedman
United_States_Court_of_Appeals_for_the_Second_Circuit;United_States_Court_of_Appeals_for_the_Second_Circuit
United_States_Court_of_Appeals_for_the_Fourth_Circuit;United_States_Court_of_Appeals_for_the_Fourth_Circuit
United_States_Court_of_Appeals_for_the_Eleventh_Circuit;United_States_Court_of_Appeals_for_the_Eleventh_Circuit
Francis_Lund_Van_Dusen;Francis_Lund_Van_Dusen
United_States_District_Court_for_the_Western_District_of_Texas;United_States_District_Court_for_the_Western_District_of_Texas
John_Morgan_Davis;John_Morgan_Davis
United_States_District_Court_for_the_District_of_South_Carolina;United_States_District_Court_for_the_District_of_South_Carolina
United_States_District_Court_for_the_Northern_District_of_West_Virginia;United_States_District_Court_for_the_Northern_District_of_West_Virginia
United_States_District_Court_for_the_Southern_District_of_West_Virginia;United_States_District_Court_for_the_Southern_District_of_West_Virginia
United_States_District_Court_for_the_Western_District_of_Pennsylvania;United_States_District_Court_for_the_Western_District_of_Pennsylvania
United_States_District_Court_for_the_Eastern_District_of_Oklahoma;United_States_District_Court_for_the_Eastern_District_of_Oklahoma
United_States_District_Court_for_the_Northern_District_of_Ohio;United_States_District_Court_for_the_Northern_District_of_Ohio
United_States_District_Court_for_the_Eastern_District_of_Arkansas;United_States_District_Court_for_the_Eastern_District_of_Arkansas
United_States_District_Court_for_the_Northern_District_of_Georgia;United_States_District_Court_for_the_Northern_District_of_Georgia
United_States_District_Court_for_the_Southern_District_of_Mississippi;United_States_District_Court_for_the_Southern_District_of_Mississippi
United_States_District_Court_for_the_District_of_Massachusetts;United_States_District_Court_for_the_District_of_Massachusetts
Warren_J._Ferguson;Warren_J._Ferguson
United_States_District_Court_for_the_District_of_Puerto_Rico;United_States_District_Court_for_the_District_of_Puerto_Rico
Charles_R._Weiner;Charles_R._Weiner
Emanuel_Mac_Troutman;Emanuel_Mac_Troutman
United_States_District_Court_for_the_Eastern_District_of_Michigan;United_States_District_Court_for_the_Eastern_District_of_Michigan
United_States_District_Court_for_the_District_of_New_Jersey;United_States_District_Court_for_the_District_of_New_Jersey
Vietnam_War;Vietnam_War
Clean_Air_Act_(United_States);Clean_Air_Act_(United_States)
List_of_nominations_to_the_Supreme_Court_of_the_United_States;List_of_nominations_to_the_Supreme_Court_of_the_United_States
Herbert_Hoover_Supreme_Court_candidates;Herbert_Hoover_Supreme_Court_candidates
Richard_Nixon_Supreme_Court_candidates;Richard_Nixon_Supreme_Court_candidates
Judicial_appointment_history_for_United_States_federal_courts;Judicial_appointment_history_for_United_States_federal_courts
List_of_federal_judges_appointed_by_James_Monroe;List_of_federal_judges_appointed_by_James_Monroe
List_of_federal_judges_appointed_by_Martin_Van_Buren;List_of_federal_judges_appointed_by_Martin_Van_Buren
List_of_federal_judges_appointed_by_Ulysses_S._Grant;List_of_federal_judges_appointed_by_Ulysses_S._Grant
List_of_federal_judges_appointed_by_James_A._Garfield;List_of_federal_judges_appointed_by_James_A._Garfield
List_of_federal_judges_appointed_by_Theodore_Roosevelt;List_of_federal_judges_appointed_by_Theodore_Roosevelt
List_of_federal_judges_appointed_by_William_Howard_Taft;List_of_federal_judges_appointed_by_William_Howard_Taft
List_of_federal_judges_appointed_by_Woodrow_Wilson;List_of_federal_judges_appointed_by_Woodrow_Wilson
List_of_federal_judges_appointed_by_Warren_G._Harding;List_of_federal_judges_appointed_by_Warren_G._Harding
List_of_federal_judges_appointed_by_Herbert_Hoover;List_of_federal_judges_appointed_by_Herbert_Hoover
List_of_federal_judges_appointed_by_John_F._Kennedy;List_of_federal_judges_appointed_by_John_F._Kennedy
List_of_federal_judges_appointed_by_Gerald_Ford;List_of_federal_judges_appointed_by_Gerald_Ford
Richard_Nixon_judicial_appointment_controversies;Richard_Nixon_judicial_appointment_controversies
George_H._W._Bush_judicial_appointment_controversies;George_H._W._Bush_judicial_appointment_controversies
Friendly_fraud;Friendly_fraud
Bank_fraud;Bank_fraud
Visa_Inc.;Visa_Inc.
Deposit_account;Deposit_account
The_Independent;The_Independent
List_of_radio_stations_in_the_United_Kingdom;List_of_radio_stations_in_the_United_Kingdom
Application_programming_interface;Application_programming_interface
Hypertext_Transfer_Protocol;Hypertext_Transfer_Protocol
SOAP;SOAP
XML_schema;XML_schema
Ampersand;Ampersand
IEEE_Internet_Computing;IEEE_Internet_Computing
Infrastructure_as_a_service;Infrastructure_as_a_service
Cloud_database;Cloud_database
Dew_computing;Dew_computing
Comparison_of_structured_storage_software;Comparison_of_structured_storage_software
Virtual_appliance;Virtual_appliance
Box_(company);Box_(company)
Dropbox;Dropbox
IBM_Cloud;IBM_Cloud
Microsoft_365;Microsoft_365
Rackspace_Technology;Rackspace_Technology
Amazon_Web_Services;Amazon_Web_Services
Creatio;Creatio
Netlify;Netlify
RightScale;RightScale
VCloud_Air;VCloud_Air
WaveMaker;WaveMaker
Deft_(company);Deft_(company)
OrionVM;OrionVM
OVirt;OVirt
Aleppo;Aleppo
Battle_of_Aleppo_(2012%E2%80%932016);Battle_of_Aleppo_(2012%E2%80%932016)
Christmas;Christmas
Lebanon;Lebanon
Comparison_of_BitTorrent_clients;Comparison_of_BitTorrent_clients
Protopage;Protopage
Shareware;Shareware
Solaris_(operating_system);Solaris_(operating_system)
Maemo;Maemo
Windows_Phone;Windows_Phone
QNX;QNX
Symbian;Symbian
Feed_URI_scheme;Feed_URI_scheme
Atom_(standard);Atom_(standard)
RDF_feed;RDF_feed
JSON_Feed;JSON_Feed
Ncurses;Ncurses
Emacs;Emacs
Firefox_extension;Firefox_extension
Matrix_factorization_(recommender_systems);Matrix_factorization_(recommender_systems)
Similarity_search;Similarity_search
Decision_support_system;Decision_support_system
MovieLens;MovieLens
John_Tukey;John_Tukey
Princeton_University;Princeton_University
List_of_pioneers_in_computer_science;List_of_pioneers_in_computer_science
CRC_Press;CRC_Press
Addison-Wesley;Addison-Wesley
Robert_Metcalfe;Robert_Metcalfe
Allen_Newell;Allen_Newell
Aer_Arann_Islands;Aer_Arann_Islands
Short_Sandringham;Short_Sandringham
Shannon_Airport;Shannon_Airport
Ryanair;Ryanair
CityJet;CityJet
ASL_Airlines_Ireland;ASL_Airlines_Ireland
Nex_Aviation;Nex_Aviation
TransAer_International_Airlines;TransAer_International_Airlines
Parse_tree;Parse_tree
Bioinformatics;Bioinformatics
Verb;Verb
Linear_classifier;Linear_classifier
Vue.js;Vue.js
React_(JavaScript_library);React_(JavaScript_library)
Indent_style;Indent_style
Block_(programming);Block_(programming)
Interpreter_(computing);Interpreter_(computing)
Linux_kernel;Linux_kernel
Berkeley_Software_Distribution;Berkeley_Software_Distribution
Jargon_File;Jargon_File
Richard_Stallman;Richard_Stallman
WordPress;WordPress
University_of_Toronto;University_of_Toronto
Internet_Archive;Internet_Archive
Guido_van_Rossum;Guido_van_Rossum
Syntax_analysis;Syntax_analysis
Sentence_diagram;Sentence_diagram
Grammatical_number;Grammatical_number
NP-complete;NP-complete
Smoothing;Smoothing
Shift-reduce_parsing;Shift-reduce_parsing
Discourse_analysis;Discourse_analysis
Scannerless_parsing;Scannerless_parsing
Regular_expression;Regular_expression
Regular_language;Regular_language
Markup_language;Markup_language
LR_parser;LR_parser
Ambiguous_grammar;Ambiguous_grammar
Visual_programming_languages;Visual_programming_languages
JavaCC;JavaCC
GLR_parser;GLR_parser
Inside-outside_algorithm;Inside-outside_algorithm
Probabilistic_context-free_grammar;Probabilistic_context-free_grammar
Simple_LR_parser;Simple_LR_parser
Recursive_descent_parser;Recursive_descent_parser
Compiler-compiler;Compiler-compiler
Program_transformation;Program_transformation
LALR_parser_generator;LALR_parser_generator
Operator-precedence_grammar;Operator-precedence_grammar
String_metric;String_metric
Edit_distance;Edit_distance
Wagner%E2%80%93Fischer_algorithm;Wagner%E2%80%93Fischer_algorithm
Boyer%E2%80%93Moore_string-search_algorithm;Boyer%E2%80%93Moore_string-search_algorithm
Knuth%E2%80%93Morris%E2%80%93Pratt_algorithm;Knuth%E2%80%93Morris%E2%80%93Pratt_algorithm
Rabin%E2%80%93Karp_algorithm;Rabin%E2%80%93Karp_algorithm
Raita_algorithm;Raita_algorithm
Zhu%E2%80%93Takaoka_string_matching_algorithm;Zhu%E2%80%93Takaoka_string_matching_algorithm
Aho%E2%80%93Corasick_algorithm;Aho%E2%80%93Corasick_algorithm
Comparison_of_regular-expression_engines;Comparison_of_regular-expression_engines
Sequence_alignment;Sequence_alignment
Suffix_automaton;Suffix_automaton
Compressed_pattern_matching;Compressed_pattern_matching
Tokyo;Tokyo
List_of_amendments_to_the_Constitution_of_the_United_States;List_of_amendments_to_the_Constitution_of_the_United_States
Twenty-fourth_Amendment_to_the_United_States_Constitution;Twenty-fourth_Amendment_to_the_United_States_Constitution
History_of_the_United_States_Constitution;History_of_the_United_States_Constitution
Federalism_in_the_United_States;Federalism_in_the_United_States
Freedom_of_assembly;Freedom_of_assembly
Right_to_petition_in_the_United_States;Right_to_petition_in_the_United_States
Right_to_keep_and_bear_arms_in_the_United_States;Right_to_keep_and_bear_arms_in_the_United_States
Purposive_approach;Purposive_approach
Strict_constructionism;Strict_constructionism
Search_and_seizure;Search_and_seizure
Bail;Bail
Vice_President_of_the_United_States;Vice_President_of_the_United_States
Idaho;Idaho
Arizona;Arizona
Establishment_Clause;Establishment_Clause
Balance_of_power_(federalism);Balance_of_power_(federalism)
William_Paterson_(judge);William_Paterson_(judge)
Iterator;Iterator
Generator_(computer_science);Generator_(computer_science)
List_comprehension;List_comprehension
Data-driven_programming;Data-driven_programming
Random_access;Random_access
Associative_array;Associative_array
Finland;Finland
Cold_War;Cold_War
Finnair;Finnair
Stockholm;Stockholm
Austria;Austria
Portugal;Portugal
Ukraine;Ukraine
Vatican_City;Vatican_City
Gibraltar;Gibraltar
Isle_of_Man;Isle_of_Man
Northern_Ireland;Northern_Ireland
Complex_data_type;Complex_data_type
Programming_languages;Programming_languages
Primitive_data_type;Primitive_data_type
Floating-point_arithmetic;Floating-point_arithmetic
Single-precision_floating-point_format;Single-precision_floating-point_format
Octuple-precision_floating-point_format;Octuple-precision_floating-point_format
Signedness;Signedness
Physical_address;Physical_address
Virtual_address_space;Virtual_address_space
Reference_(computer_science);Reference_(computer_science)
Plain_text;Plain_text
Null-terminated_string;Null-terminated_string
Dependent_type;Dependent_type
List_(abstract_data_type);List_(abstract_data_type)
Option_type;Option_type
Boolean_data_type;Boolean_data_type
Bottom_type;Bottom_type
Container_(abstract_data_type);Container_(abstract_data_type)
Function_type;Function_type
Opaque_data_type;Opaque_data_type
Type_class;Type_class
Empty_type;Empty_type
Abstract_data_type;Abstract_data_type
Boxing_(computer_science);Boxing_(computer_science)
Kind_(type_theory);Kind_(type_theory)
Relationship_extraction;Relationship_extraction
WDQ_(identifier);WDQ_(identifier)
Volaris;Volaris
Air_operator%27s_certificate;Air_operator%27s_certificate
Revenue;Revenue
Codeshare_agreement;Codeshare_agreement
Oakland_International_Airport;Oakland_International_Airport
List_of_low-cost_airlines;List_of_low-cost_airlines
Aeromar;Aeromar
Africa_World_Airlines;Africa_World_Airlines
AfriJet;AfriJet
